tempK,pres,H,Na,Mg,Ca,K,MgOH,trisH,Cl,SO4,HSO4,OH,tris,osm,aw,gH,gNa,gMg,gCa,gK,gMgOH,gtrisH,gCl,gSO4,gHSO4,gOH,gtris
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.617884806069888715e-01,9.953532936571733991e-01,6.798639725517270360e-01,6.514550956295994677e-01,2.373622310116135781e-01,2.359659380688493291e-01,6.278084974604574153e-01,7.894687602789458580e-01,6.193161263355912993e-01,7.850580162039328957e-01,1.575441611212401727e-01,7.896983310495586661e-01,6.083280789695393320e-01,9.714067503505308121e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.108609046569181578e+00,9.418447980186579471e-01,7.716834944776722605e-01,5.177961626436962117e-01,1.450672615042359337e-01,1.221520222207698458e-01,3.791153726207099894e-01,5.308696369009466842e-01,3.729679549342364564e-01,1.118508847780105286e+00,6.003385430301351466e-02,1.165823370492673705e+00,2.800632519176028401e-01,7.481887449630004738e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.958806431260051939e-01,9.978553451085619974e-01,6.045133987700261891e-01,6.423586460079371285e-01,1.688442636132628516e-01,1.425563051793606595e-01,6.257014342905488080e-01,5.835768562521986835e-01,6.241137209958822485e-01,7.294850196030127076e-01,1.688442636132628516e-01,7.322659494401210223e-01,5.820615272073365043e-01,9.714067503505308121e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.264432591830812136e-01,9.812110051709277414e-01,3.273029482934642909e-01,4.274991986230768926e-01,5.545703476056570991e-02,4.384851644365611589e-02,3.516623676892102202e-01,2.858074594972779270e-01,3.889491637705982940e-01,8.779239676866263942e-01,5.545703476056570991e-02,8.564757208529903965e-01,2.784722366601292687e-01,7.481887449630004738e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.662800671459248703e-01,9.953291319687563865e-01,7.187232710117761325e-01,6.625410425603465159e-01,2.410259387897664973e-01,2.678038710555889490e-01,6.100550937040154498e-01,5.893675067632442310e-01,5.893675067632442310e-01,7.824549975890807696e-01,1.558583910376555026e-01,7.908669918654182007e-01,6.200456650599001085e-01,9.714067503505308121e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.180309924321403026e+00,9.382021421267947581e-01,1.065934577625707647e+00,5.372159245974412745e-01,1.775393329103204243e-01,1.486870623530221203e-01,3.213372710850176395e-01,2.912514120534124840e-01,2.912514120534124840e-01,1.099164552467516431e+00,5.127508443624817502e-02,1.201993675364730674e+00,3.443193117044521245e-01,7.481887449630004738e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,7.412368366173163192e-01,9.960019988883901387e-01,6.081538974972513500e-01,6.633024324949456929e-01,1.594640975538196004e-01,1.280705644749418615e-01,6.744942743398826268e-01,6.006593513840586818e-01,6.006593513840586818e-01,7.835339884020692258e-01,1.671520366055060103e-01,8.060194172797745527e-01,6.319252804566113380e-01,9.714067503505308121e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.594843917832965641e-01,9.702152412021366468e-01,3.688797771205477027e-01,6.223763436945082272e-01,2.202432929714111601e-02,8.752521955673038187e-03,6.688733717506016863e-01,3.258609588176140659e-01,3.258609588176140659e-01,1.031314625706697408e+00,8.608466437957762452e-02,1.344827167654138345e+00,3.852349427609206844e-01,7.481887449630004738e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.581481970453350705e-01,9.953728763434216420e-01,6.792570654287805043e-01,6.510948834313161626e-01,2.370313973931792439e-01,2.350910062915156362e-01,6.313889605461325827e-01,7.885116460594611132e-01,6.189117906184029572e-01,7.817809434992393225e-01,1.259953268684664285e-01,8.312853278140586166e-01,5.441595798584119015e-01,9.397306380959060679e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.042283270590602440e+00,9.452269710149077131e-01,7.588774841703566088e-01,5.192822235112415363e-01,1.403893465503948113e-01,1.206011059834044968e-01,3.988982748877354378e-01,4.983897235743767751e-01,3.703166189008270104e-01,1.024184511379682805e+00,4.076470504933903116e-02,1.051922338223440390e+00,1.655839672308269950e-01,5.370736731154355237e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.861130442254463002e-01,9.978904629092335554e-01,6.162302144891911304e-01,6.543418295298945031e-01,1.824158622061430868e-01,1.535105524793388410e-01,6.420308907595907444e-01,5.947012999939252920e-01,6.360108994108156777e-01,7.402631134172580341e-01,1.535105524793388410e-01,7.798484727067040989e-01,5.392625256349140583e-01,9.397306380959060679e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.733097348943418048e-01,9.830912355659322532e-01,3.486201796709581524e-01,4.179163293975983740e-01,6.260899084917691260e-02,4.588054655115719055e-02,4.002143835309633912e-01,2.908033295860072975e-01,3.957479348619327708e-01,8.095887774021860439e-01,4.588054655115719055e-02,7.933178709067153500e-01,1.822214285036219961e-01,5.370736731154355237e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.826379767045230418e-01,9.952411424702823917e-01,7.127276039086466453e-01,6.567633980740850141e-01,2.325128079949168591e-01,2.576225791336821391e-01,6.086178657912103551e-01,5.842279671617830461e-01,5.842279671617830461e-01,7.728985331304363271e-01,1.206062050722640361e-01,8.257947773050936524e-01,5.504387830346770816e-01,9.397306380959060679e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.510734804628701022e-01,9.498979072152872183e-01,1.040454202449375254e+00,4.975258459082420592e-01,1.277833666931348366e-01,1.040621221140323599e-01,3.172654036854370974e-01,2.697334507766641631e-01,2.697334507766641631e-01,9.387859464013196265e-01,3.041302729152777981e-02,1.011621821105816776e+00,1.996196765404859574e-01,5.370736731154355237e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,7.066092258327383302e-01,9.961884130479549126e-01,6.200047048397833160e-01,6.763360983727108033e-01,1.726135335956181238e-01,1.382436598817489704e-01,6.921635575323998868e-01,6.124621021486650330e-01,6.124621021486650330e-01,7.957169891106901094e-01,1.449101586591993451e-01,8.657031735552130902e-01,5.770399794438735297e-01,9.397306380959060679e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.169395227700073647e-01,9.830168707120786609e-01,3.813557457532272266e-01,6.444561840227720495e-01,2.567698861543154729e-02,9.922345839219347610e-03,7.383785503895857749e-01,3.374214206070157429e-01,3.374214206070157429e-01,9.368150687143499411e-01,7.070134942224448604e-02,1.265482167716782680e+00,2.497130209303317638e-01,5.370736731154355237e-01
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.266424285971514019e-01,9.966668745666498186e-01,7.969440586572401619e-01,7.763942432005793703e-01,3.662343445154268573e-01,3.679759496902724747e-01,7.679852599447195560e-01,9.025706446584148557e-01,7.611597135169658745e-01,7.679852599447195560e-01,3.020795481417364314e-01,7.552086051595359173e-01,7.833938258779034047e-01,1.005806794447638541e+00
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.988550872724037077e-01,9.681330538814258979e-01,8.192001908634320984e-01,6.458818697646554474e-01,2.161099443603997083e-01,2.161984362101891100e-01,6.046278171289853898e-01,1.058468244787308610e+00,5.766395712138021601e-01,6.046278171289853898e-01,7.162611854003950174e-02,5.285797928793958267e-01,6.836963708725897204e-01,1.059609029509114952e+00
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.796773819342028844e-01,9.957950990463254604e-01,6.483730545704861070e-01,6.829798448599548877e-01,1.639075585163840831e-01,1.332778939506200078e-01,6.774613992757630987e-01,6.281903513185617127e-01,6.752466707334991991e-01,6.382972394144200701e-01,1.810903908779128435e-01,6.172322490696531272e-01,6.680982573547823433e-01,1.011647307757034042e+00
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.496501705227515355e-01,9.654988738874780152e-01,5.851410384474456938e-01,4.783723887340991521e-01,6.533223254762063337e-02,5.839156314726821201e-02,4.952313054380758639e-01,3.647195177872772920e-01,5.122617003499967403e-01,4.396389001102480876e-01,3.220412681764746321e-02,2.972728534400392308e-01,5.582852245945826297e-01,1.122771295417248183e+00
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.194467805786461501e-01,9.966927144070771849e-01,8.241741026130545711e-01,7.864898164262960067e-01,3.705083989437605307e-01,4.040389471266362942e-01,7.565636194075483489e-01,7.393882828793951756e-01,7.393882828793951756e-01,7.675189407059911373e-01,3.013812205378317843e-01,7.565636194075483489e-01,7.917836279301144753e-01,1.005806794447638541e+00
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.452373682674184652e-01,9.700051459665024467e-01,9.603109524648397732e-01,6.791904057659960969e-01,2.361405285568047019e-01,3.097185996592507484e-01,5.390378079777060627e-01,4.865441890594052743e-01,4.865441890594052743e-01,6.019684466507007059e-01,6.624364590975682920e-02,5.390378079777060627e-01,7.659415460105176710e-01,1.059609029509114952e+00
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,9.402811147524441360e-01,9.966178993741716674e-01,7.387109947958345746e-01,7.746406030585574198e-01,2.728095371625044452e-01,2.231662336011976111e-01,7.902676821663205953e-01,7.379726530334483892e-01,7.379726530334483892e-01,7.592922325557475149e-01,2.983437222249675225e-01,7.551151057310535597e-01,7.902676821663205953e-01,1.005806794447638541e+00
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.992639872615822760e-01,9.646369351313746066e-01,4.809167968061697773e-01,6.447483897991599378e-01,3.844486480530794059e-02,2.150213175072747049e-02,7.495495331538997164e-01,4.761315947251308356e-01,4.761315947251308356e-01,5.362345063401595668e-01,6.000367074368238851e-02,5.275017910001749133e-01,7.495495331538997164e-01,1.059609029509114952e+00
2.981499999999999773e+02,1.013250000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.883461292544351018e-01,9.964453217769536630e-01,7.812224803658034400e-01,7.635998728942217095e-01,3.395521316892083918e-01,3.389056185930038323e-01,7.535052827910408979e-01,8.855531275316205209e-01,7.468084286201442934e-01,8.855531275316205209e-01,2.551807445208167380e-01,7.241482025017494939e-01,7.178036552709747831e-01,1.000000000000000000e+00
